"Id";"Requirement Summary";"Description";"Estimated Effort (man hours)";"Actual Effort (man hours)";"Size (Story Points)";"External Sources";"Internal Sources";"Baselines";"Categories";"Priority";"Criticality";"Feasibility";"Technical Risk";"Vote";"Release Id";"Status";"Parent Requirement";"Assignee";"Assignee Full Name";"Reporter";"Number Of Attachments";"Attachments";"Created On";"Updated On";"Custom Id";"Requirement Code";"Türksat Onay";"TŞM";"Danışman Onay";"Kapsam Dışı mı ?";"Fonksiyonel Olmayan Kategori";"Vasıflandırma Yöntemleri";"Test Metotları";"Test Seviyeleri";"Test Tipleri";"External Id";"Depends On";"Dependents";"Test Cases";"Sub-task";"Story";"Bug";"Epic";"Analysis";"Analysis Sub-task";"Use-Case";"Design Task"
"KKTCGBS-R1763 {2}";"Yazılım web servis üzerinden geçici olarak kaydedilen özet beyanların silinmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R33 {1}";"";"";"sedad";"0";"";"10 May 2018 04:04 PM";"10 May 2018 04:12 PM";"KKTCGBS-R-1.2.2.14";"SRS_OBY_7.2.2_014";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"";"";"";"";"";"";"";"";"KKTCGBS-316";"KKTCGBS-1476";""
"KKTCGBS-R34 {1}";"7.2.3 Beyan sahipleri, göndermiş oldukları beyanın işlem aşama, statü veya bilgilerini UYGULAMA servislerinden öğrenilebilecektir.";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R24 {1}";"";"";"talipk";"0";"";"21 Nov 2017 05:08 PM";"14 Dec 2017 03:37 PM";"KKTCGBS-R-1.2.3";"";"";"Evet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"KKTCGBS-R422 {2}";"Yazılım özet beyan sahiplerinin göndermiş oldukları beyanların aşama, statü ve bilgilerini sistem üzerinden öğrenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R34 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:14 PM";"10 May 2018 04:47 PM";"KKTCGBS-R-1.2.3.1";"SRS_OBY_7.2.3_001";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R385 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1488";""
"KKTCGBS-R621 {1}";"7.2.4 UYGULAMA, taşıyıcı veya acentesi tarafından hazırlanan en az aşağıdaki özet beyan bilgilerinin giriş, sorgulama, düzeltme ve iptali işlemlerinin yapılabilmesini sağlayacaktır: Özet Beyan Genel Bilgileri, Taşıma Senedi Bilgileri, Taşıma Senedi Satırları, Teminat Bilgileri, Beyanname Açma ve Kapama Bilgileri, Teyit Bilgileri, Ek Süre Bilgileri, Ambar Giriş Bilgileri,Ambar Çıkış Bilgileri, Tutanak Bilgileri";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KKTCGBS-R24 {1}";"";"";"nfidanay";"0";"";"15 Dec 2017 08:34 AM";"15 Dec 2017 08:34 AM";"KKTCGBS-R-1.2.4";"";"";"Evet";"";"";"";"";"";"";"";"";"";"KKTCGBS-R824 {2}, KKTCGBS-R834 {2}, KKTCGBS-R787 {2}, KKTCGBS-R788 {2}, KKTCGBS-R789 {2}, KKTCGBS-R790 {2}, KKTCGBS-R791 {2}, KKTCGBS-R792 {2}, KKTCGBS-R793 {2}, KKTCGBS-R794 {2}, KKTCGBS-R868 {2}, KKTCGBS-R869 {2}, KKTCGBS-R870 {2}, KKTCGBS-R872 {2}, KKTCGBS-R873 {2}, KKTCGBS-R786 {2}, KKTCGBS-R780 {2}, KKTCGBS-R781 {2}, KKTCGBS-R782 {2}, KKTCGBS-R783 {2}, KKTCGBS-R784 {2}, KKTCGBS-R785 {2}, KKTCGBS-R874 {2}, KKTCGBS-R875 {2}, KKTCGBS-R876 {2}, KKTCGBS-R877 {2}, KKTCGBS-R777 {2}, KKTCGBS-R779 {2}, KKTCGBS-R815 {2}, KKTCGBS-R816 {2}, KKTCGBS-R1373 {2}, KKTCGBS-R1374 {2}, KKTCGBS-R1375 {2}, KKTCGBS-R1376 {2}, KKTCGBS-R1377 {2}, KKTCGBS-R1378 {2}, KKTCGBS-R1379 {2}, KKTCGBS-R1380 {2}, KKTCGBS-R819 {2}, KKTCGBS-R820 {2}, KKTCGBS-R821 {2}, KKTCGBS-R822 {2}, KKTCGBS-R823 {2}, KKTCGBS-R825 {2}, KKTCGBS-R826 {2}, KKTCGBS-R862 {2}, KKTCGBS-R741 {2}, KKTCGBS-R805 {2}, KKTCGBS-R806 {2}, KKTCGBS-R807 {2}, KKTCGBS-R808 {2}, KKTCGBS-R809 {2}, KKTCGBS-R810 {2}, KKTCGBS-R811 {2}, KKTCGBS-R812 {2}, KKTCGBS-R828 {2}, KKTCGBS-R829 {2}, KKTCGBS-R830 {2}, KKTCGBS-R831 {2}, KKTCGBS-R832 {2}, KKTCGBS-R833 {2}, KKTCGBS-R836 {2}, KKTCGBS-R837 {2}, KKTCGBS-R797 {2}, KKTCGBS-R798 {2}, KKTCGBS-R799 {2}, KKTCGBS-R800 {2}, KKTCGBS-R863 {2}, KKTCGBS-R864 {2}, KKTCGBS-R865 {2}, KKTCGBS-R866 {2}, KKTCGBS-R867 {2}, KKTCGBS-R890 {2}, KKTCGBS-R801 {2}, KKTCGBS-R757 {2}, KKTCGBS-R758 {2}, KKTCGBS-R759 {2}, KKTCGBS-R762 {2}, KKTCGBS-R763 {2}, KKTCGBS-R764 {2}, KKTCGBS-R765 {2}, KKTCGBS-R766 {2}, KKTCGBS-R767 {2}, KKTCGBS-R768 {2}, KKTCGBS-R769 {2}, KKTCGBS-R770 {2}, KKTCGBS-R771 {2}, KKTCGBS-R772 {2}, KKTCGBS-R889 {2}, KKTCGBS-R756 {2}, KKTCGBS-R755 {2}, KKTCGBS-R754 {2}";"";"";"";"";"";"";"";"";""
"KKTCGBS-R861 {2}";"Yazılım özet beyan genel bilgilerinin tanımlanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 04:49 PM";"KKTCGBS-R-1.2.4.1";"SRS_OBY_7.2.4_001";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1088, KKTCGBS-1131";""
"KKTCGBS-R860 {2}";"Yazılım özet beyan genel bilgilerinin listelenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:01 PM";"KKTCGBS-R-1.2.4.2";"SRS_OBY_7.2.4_002";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1087";""
"KKTCGBS-R859 {2}";"Yazılım özet beyan genel bilgilerinin filtrelenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:01 PM";"KKTCGBS-R-1.2.4.3";"SRS_OBY_7.2.4_003";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Dinamik, Arayüz Tekniği";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi, Tahribat Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1087";""
"KKTCGBS-R858 {2}";"Yazılım özet beyan genel bilgilerinin güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:01 PM";"KKTCGBS-R-1.2.4.4";"SRS_OBY_7.2.4_004";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1089, KKTCGBS-1139, KKTCGBS-1140";""
"KKTCGBS-R857 {2}";"Yazılım özet beyan genel bilgilerinin detayının görüntülenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:02 PM";"KKTCGBS-R-1.2.4.5";"SRS_OBY_7.2.4_005";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1130, KKTCGBS-1132";""
"KKTCGBS-R856 {2}";"Yazılım özet beyan genel bilgilerinin silinmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:02 PM";"KKTCGBS-R-1.2.4.6";"SRS_OBY_7.2.4_006";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi, Duman Testi";"";"KKTCGBS-R32 {1}, KKTCGBS-R41 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1148";""
"KKTCGBS-R644 {2}";"Yazılım özet beyan yükleme boşaltma bilgilerinin tanımlanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:03 PM";"KKTCGBS-R-1.2.4.7";"SRS_OBY_7.2.4_007";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1090";""
"KKTCGBS-R643 {2}";"Yazılım özet beyan yükleme boşaltma bilgilerinin değiştirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:03 PM";"KKTCGBS-R-1.2.4.8";"SRS_OBY_7.2.4_008";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1091";""
"KKTCGBS-R641 {2}";"Yazılım özet beyan sorumlu bilgilerinin tanımlanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:04 PM";"KKTCGBS-R-1.2.4.9";"SRS_OBY_7.2.4_009";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1092";""
"KKTCGBS-R640 {3}";"Yazılım özet beyan sorumlu bilgilerinde beyan sahibi bilgisinin giren kullanıcının bağlı olduğu firma bilgilerinden alınmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:04 PM";"10 May 2018 05:04 PM";"KKTCGBS-R-1.2.4.10";"SRS_OBY_7.2.4_010";"";"Hayır";"";"Hayır";"";"Analiz, Muayene";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1092";""
"KKTCGBS-R639 {3}";"Yazılım özet beyan bilgilerini bir firmaya bağlı kullanıcı tarafından girilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:04 PM";"10 May 2018 05:05 PM";"KKTCGBS-R-1.2.4.11";"SRS_OBY_7.2.4_011";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1092";""
"KKTCGBS-R636 {2}";"Yazılım özet beyan sorumlu bilgilerinde taşıyıcı firmanın tüzel kişilerden seçilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 04:49 PM";"10 May 2018 05:05 PM";"KKTCGBS-R-1.2.4.12";"SRS_OBY_7.2.4_012";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Birim Testi, Kullanıcı Kabul Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1092";""
"KKTCGBS-R635 {2}";"Yazılım özet beyan sorumlu bilgilerinde taşıyıcı firmanın kullanıcının girmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:06 PM";"KKTCGBS-R-1.2.4.13";"SRS_OBY_7.2.4_013";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1092";""
"KKTCGBS-R634 {2}";"Yazılım özet beyan sorumlu bilgilerinin girilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:07 PM";"KKTCGBS-R-1.2.4.14";"SRS_OBY_7.2.4_014";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1093";""
"KKTCGBS-R633 {2}";"Yazılım özet beyan taşıt bilgilerinin tanımlanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:07 PM";"KKTCGBS-R-1.2.4.15";"SRS_OBY_7.2.4_015";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1094";""
"KKTCGBS-R632 {2}";"Yazılım özet beyan taşıt bilgilerinin değiştirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:08 PM";"KKTCGBS-R-1.2.4.16";"SRS_OBY_7.2.4_016";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1095";""
"KKTCGBS-R630 {2}";"Yazılım özet beyan diğer bilgilerinin tanımlanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:08 PM";"KKTCGBS-R-1.2.4.17";"SRS_OBY_7.2.4_017";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1096";""
"KKTCGBS-R629 {2}";"Yazılım özet beyan diğer bilgilerinin değiştirilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:09 PM";"KKTCGBS-R-1.2.4.18";"SRS_OBY_7.2.4_018";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1097";""
"KKTCGBS-R624 {2}";"Yazılım tescilden sonra özet beyanın uygun olmaması durumunda mükellefin önüne güncelleme yapması için düşmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:09 PM";"KKTCGBS-R-1.2.4.19";"SRS_OBY_7.2.4_019";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Arayüz Tekniği";"Alfa Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1138";""
"KKTCGBS-R622 {3}";"Yazılım özet beyanın mükellef ve memur tarafından iptal edilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:11 PM";"KKTCGBS-R-1.2.4.20";"SRS_OBY_7.2.4_020";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Beyaz kutu";"Alfa Testi, Kullanıcı Kabul Testi, Beta Testi";"Makulluk Testi, Duman Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R32 {1}";"";"";"";"";"";"";"";"KKTCGBS-317";"KKTCGBS-1141, KKTCGBS-1142, KKTCGBS-1143, KKTCGBS-1144, KKTCGBS-1145, KKTCGBS-1146, KKTCGBS-1147, KKTCGBS-1152";""
"KKTCGBS-R775 {2}";"Yazılım tutanak işlemlerinin yapılabilmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:12 PM";"KKTCGBS-R-1.2.4.21";"SRS_OBY_7.2.4_021";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R49 {1}";"";"";"";"KKTCGBS-2280, KKTCGBS-2281, KKTCGBS-2282";"";"";"";"KKTCGBS-324";"KKTCGBS-1198, KKTCGBS-1945, KKTCGBS-1950";""
"KKTCGBS-R776 {2}";"Yazılım tutanakların onaylanmasına olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Critical";"High";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:12 PM";"KKTCGBS-R-1.2.4.22";"SRS_OBY_7.2.4_022";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R49 {1}";"";"";"";"";"";"";"";"KKTCGBS-328";"KKTCGBS-1200, KKTCGBS-1201, KKTCGBS-1202";""
"KKTCGBS-R878 {2}";"Yazılım tutanak işlemlerinin listelenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:06 PM";"10 May 2018 05:13 PM";"KKTCGBS-R-1.2.4.23";"SRS_OBY_7.2.4_023";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Arayüz Tekniği";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Uyumluluk Testi, Regresyon Testi, Otomatik Testi, Duman Testi";"";"KKTCGBS-R49 {1}";"";"";"";"";"";"";"";"KKTCGBS-324";"KKTCGBS-1197";""
"KKTCGBS-R879 {2}";"Yazılım tutanak işlemlerinin filtrelenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Minor";"Low";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:26 PM";"10 May 2018 05:26 PM";"KKTCGBS-R-1.2.4.24";"SRS_OBY_7.2.4_024";"";"Hayır";"";"Hayır";"";"Muayene, Analiz, Gösterim";"Kara kutu, Beyaz kutu, Arayüz Tekniği, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R49 {1}";"";"";"";"";"";"";"";"KKTCGBS-324";"KKTCGBS-1197";""
"KKTCGBS-R880 {2}";"Yazılım tutanak işlemlerinin güncellenmesine olanak sağlayacaktır.";"";"0.0";"0.0";"0.0";"";"";"";"Fonksiyonel Gereksinim";"Major";"Medium";"Yes";"Very High";"0";"";"Open";"KKTCGBS-R621 {1}";"";"";"nfidanay";"0";"";"10 May 2018 05:26 PM";"10 May 2018 05:27 PM";"KKTCGBS-R-1.2.4.25";"SRS_OBY_7.2.4_025";"";"Hayır";"";"Hayır";"";"Muayene, Analiz";"Kara kutu, Beyaz kutu, Dinamik";"Alfa Testi, Beta Testi, Kullanıcı Kabul Testi, Birim Testi";"Makulluk Testi, Duman Testi, Tahribat Testi, Regresyon Testi, Otomatik Testi";"";"KKTCGBS-R49 {1}";"";"";"";"KKTCGBS-2283";"";"";"";"KKTCGBS-324";"KKTCGBS-1203, KKTCGBS-1941";""
